listing_id,user_id,title,description,price,area_sqm,price_per_sqm,location,contact_verified,account_age_days,is_scam
list_246,user_223,Premium Location: Orchard 58 sqm Residence,"Located in the heart of Orchard, this well-maintained unit offers comfort, convenience, and full condo facilities.",2207.04,58.61,37.66,Orchard,True,981,0
list_247,user_200,62 sqm Condo with Great Amenities – Orchard,"Located in the heart of Orchard, this well-maintained unit offers comfort, convenience, and full condo facilities.",2451.12,62.05,39.5,Orchard,True,1567,0
list_248,user_97,116 sqm Condo with Great Amenities – Toa Payoh,"Enjoy a 116 sqm spacious home in Toa Payoh, close to amenities and MRT access. Perfect for professionals and families.",1789.41,116.96,15.3,Toa Payoh,True,1745,0
list_249,user_202,Spacious Flat for Rent in Jurong,Newly renovated unit with 82 sqm of space. Prime Jurong location. Book a viewing today!,2102.27,82.15,25.59,Jurong,True,1911,0
list_250,user_107,Tampines Living: Elegant 83 sqm Unit Available,Newly renovated unit with 83 sqm of space. Prime Tampines location. Book a viewing today!,2024.24,83.74,24.17,Tampines,True,572,0
list_251,user_279,67 sqm Condo with Great Amenities – Toa Payoh,"Located in the heart of Toa Payoh, this well-maintained unit offers comfort, convenience, and full condo facilities.",3490.15,67.25,51.9,Toa Payoh,True,115,0
list_252,user_155,Spacious Flat for Rent in Toa Payoh,"Enjoy a 109 sqm spacious home in Toa Payoh, close to amenities and MRT access. Perfect for professionals and families.",5586.49,109.9,50.83,Toa Payoh,True,761,0
list_253,user_104,Premium Location: Hougang 45 sqm Residence,"Enjoy a 45 sqm spacious home in Hougang, close to amenities and MRT access. Perfect for professionals and families.",1783.06,45.41,39.27,Hougang,True,1762,0
list_254,user_80,Tampines Living: Elegant 71 sqm Unit Available,A stylish 71 sqm apartment with great ventilation and natural lighting. Walking distance to shopping and schools.,3451.06,71.4,48.33,Tampines,True,606,0
list_255,user_233,Premium Location: Tampines 65 sqm Residence,"Enjoy a 65 sqm spacious home in Tampines, close to amenities and MRT access. Perfect for professionals and families.",989.86,65.99,15.0,Tampines,True,815,0
list_256,user_24,Hougang Living: Elegant 73 sqm Unit Available,Live comfortably in this charming 73 sqm flat in Hougang. Friendly neighborhood and modern interiors.,1965.15,73.01,26.92,Hougang,True,162,0
list_257,user_263,Premium Location: Bukit Timah 116 sqm Residence,Live comfortably in this charming 116 sqm flat in Bukit Timah. Friendly neighborhood and modern interiors.,4129.11,116.18,35.54,Bukit Timah,True,1756,0
list_258,user_200,Spacious Flat for Rent in Bukit Timah,"Enjoy a 80 sqm spacious home in Bukit Timah, close to amenities and MRT access. Perfect for professionals and families.",1222.68,80.43,15.2,Bukit Timah,True,84,0
list_259,user_221,64 sqm Condo with Great Amenities – Hougang,A stylish 64 sqm apartment with great ventilation and natural lighting. Walking distance to shopping and schools.,1795.19,64.66,27.76,Hougang,True,1998,0
list_260,user_56,105 sqm Condo with Great Amenities – Hougang,A stylish 105 sqm apartment with great ventilation and natural lighting. Walking distance to shopping and schools.,3364.99,105.97,31.75,Hougang,True,276,0
list_261,user_273,Premium Location: Hougang 98 sqm Residence,Live comfortably in this charming 98 sqm flat in Hougang. Friendly neighborhood and modern interiors.,3263.3,98.83,33.02,Hougang,True,37,0
list_262,user_62,Orchard Living: Elegant 96 sqm Unit Available,"Enjoy a 96 sqm spacious home in Orchard, close to amenities and MRT access. Perfect for professionals and families.",2705.19,96.25,28.11,Orchard,True,1472,0
list_263,user_291,Premium Location: Toa Payoh 101 sqm Residence,"Located in the heart of Toa Payoh, this well-maintained unit offers comfort, convenience, and full condo facilities.",4312.64,101.53,42.48,Toa Payoh,True,1125,0
list_264,user_35,Modern 69 sqm Apartment in Jurong,Newly renovated unit with 69 sqm of space. Prime Jurong location. Book a viewing today!,2632.96,69.02,38.15,Jurong,True,479,0
list_265,user_293,Orchard Living: Elegant 69 sqm Unit Available,Live comfortably in this charming 69 sqm flat in Orchard. Friendly neighborhood and modern interiors.,2606.54,69.56,37.47,Orchard,True,186,0
list_266,user_264,Tampines Living: Elegant 79 sqm Unit Available,Newly renovated unit with 79 sqm of space. Prime Tampines location. Book a viewing today!,2229.78,79.06,28.2,Tampines,True,1815,0
list_267,user_194,Toa Payoh Living: Elegant 132 sqm Unit Available,A stylish 132 sqm apartment with great ventilation and natural lighting. Walking distance to shopping and schools.,5405.67,132.99,40.65,Toa Payoh,True,1070,0
list_268,user_24,Modern 93 sqm Apartment in Orchard,"Enjoy a 93 sqm spacious home in Orchard, close to amenities and MRT access. Perfect for professionals and families.",2530.66,93.66,27.02,Orchard,True,424,0
list_269,user_68,Spacious Flat for Rent in Jurong,A stylish 32 sqm apartment with great ventilation and natural lighting. Walking distance to shopping and schools.,788.53,32.0,24.64,Jurong,True,69,0
list_270,user_80,Toa Payoh Living: Elegant 35 sqm Unit Available,A stylish 35 sqm apartment with great ventilation and natural lighting. Walking distance to shopping and schools.,982.84,35.74,27.5,Toa Payoh,True,1602,0
list_271,user_185,69 sqm Condo with Great Amenities – Bukit Timah,"Enjoy a 69 sqm spacious home in Bukit Timah, close to amenities and MRT access. Perfect for professionals and families.",2048.5,69.47,29.49,Bukit Timah,True,1902,0
list_272,user_196,Bukit Timah Living: Elegant 93 sqm Unit Available,Live comfortably in this charming 93 sqm flat in Bukit Timah. Friendly neighborhood and modern interiors.,2504.06,93.48,26.79,Bukit Timah,True,1284,0
list_273,user_116,Orchard Living: Elegant 92 sqm Unit Available,Live comfortably in this charming 92 sqm flat in Orchard. Friendly neighborhood and modern interiors.,3346.73,92.29,36.26,Orchard,True,1113,0
list_274,user_7,Modern 91 sqm Apartment in Hougang,A stylish 91 sqm apartment with great ventilation and natural lighting. Walking distance to shopping and schools.,2724.94,91.56,29.76,Hougang,True,369,0
list_275,user_73,Modern 72 sqm Apartment in Bukit Timah,Newly renovated unit with 72 sqm of space. Prime Bukit Timah location. Book a viewing today!,2226.86,72.35,30.78,Bukit Timah,True,1975,0
list_276,user_83,Modern 98 sqm Apartment in Orchard,Live comfortably in this charming 98 sqm flat in Orchard. Friendly neighborhood and modern interiors.,3644.53,98.51,37.0,Orchard,True,1872,0
list_277,user_276,Toa Payoh Living: Elegant 93 sqm Unit Available,A stylish 93 sqm apartment with great ventilation and natural lighting. Walking distance to shopping and schools.,5404.2,93.69,57.68,Toa Payoh,True,661,0
list_278,user_74,112 sqm Condo with Great Amenities – Orchard,"Located in the heart of Orchard, this well-maintained unit offers comfort, convenience, and full condo facilities.",5536.09,112.24,49.33,Orchard,True,769,0
list_279,user_51,61 sqm Condo with Great Amenities – Tampines,A stylish 61 sqm apartment with great ventilation and natural lighting. Walking distance to shopping and schools.,1745.76,61.64,28.32,Tampines,True,679,0
list_280,user_148,Hougang Living: Elegant 72 sqm Unit Available,A stylish 72 sqm apartment with great ventilation and natural lighting. Walking distance to shopping and schools.,3764.54,72.23,52.12,Hougang,True,1456,0
list_281,user_68,Modern 84 sqm Apartment in Orchard,Newly renovated unit with 84 sqm of space. Prime Orchard location. Book a viewing today!,2891.16,84.07,34.39,Orchard,True,1418,0
list_282,user_37,Toa Payoh Living: Elegant 103 sqm Unit Available,"Located in the heart of Toa Payoh, this well-maintained unit offers comfort, convenience, and full condo facilities.",4879.3,103.16,47.3,Toa Payoh,True,1381,0
list_283,user_3,Premium Location: Bukit Timah 68 sqm Residence,"Located in the heart of Bukit Timah, this well-maintained unit offers comfort, convenience, and full condo facilities.",1797.45,68.09,26.4,Bukit Timah,True,1141,0
list_284,user_112,Jurong Living: Elegant 72 sqm Unit Available,A stylish 72 sqm apartment with great ventilation and natural lighting. Walking distance to shopping and schools.,1577.71,72.76,21.68,Jurong,True,1868,0
list_285,user_297,Modern 70 sqm Apartment in Bukit Timah,Live comfortably in this charming 70 sqm flat in Bukit Timah. Friendly neighborhood and modern interiors.,1857.52,70.58,26.32,Bukit Timah,True,1177,0
list_286,user_100,Toa Payoh Living: Elegant 83 sqm Unit Available,A stylish 83 sqm apartment with great ventilation and natural lighting. Walking distance to shopping and schools.,3491.65,83.48,41.83,Toa Payoh,True,313,0
list_287,user_171,86 sqm Condo with Great Amenities – Hougang,Newly renovated unit with 86 sqm of space. Prime Hougang location. Book a viewing today!,3037.76,86.23,35.23,Hougang,True,1320,0
list_288,user_111,Tampines Living: Elegant 122 sqm Unit Available,"Enjoy a 122 sqm spacious home in Tampines, close to amenities and MRT access. Perfect for professionals and families.",4654.59,122.06,38.13,Tampines,True,998,0
list_289,user_80,Spacious Flat for Rent in Toa Payoh,"Enjoy a 83 sqm spacious home in Toa Payoh, close to amenities and MRT access. Perfect for professionals and families.",2266.56,83.46,27.16,Toa Payoh,True,69,0
list_290,user_206,Hougang Living: Elegant 58 sqm Unit Available,Newly renovated unit with 58 sqm of space. Prime Hougang location. Book a viewing today!,1083.66,58.94,18.39,Hougang,True,1409,0
list_291,user_120,Premium Location: Tampines 56 sqm Residence,Live comfortably in this charming 56 sqm flat in Tampines. Friendly neighborhood and modern interiors.,2176.05,56.42,38.57,Tampines,True,1386,0
list_292,user_176,100 sqm Condo with Great Amenities – Tampines,A stylish 100 sqm apartment with great ventilation and natural lighting. Walking distance to shopping and schools.,4086.86,100.13,40.82,Tampines,True,512,0
list_293,user_161,Premium Location: Bukit Timah 100 sqm Residence,"Located in the heart of Bukit Timah, this well-maintained unit offers comfort, convenience, and full condo facilities.",2327.03,100.28,23.21,Bukit Timah,True,896,0
list_294,user_178,Toa Payoh Living: Elegant 82 sqm Unit Available,Newly renovated unit with 82 sqm of space. Prime Toa Payoh location. Book a viewing today!,3167.58,82.03,38.62,Toa Payoh,True,132,0
list_295,user_107,Spacious Flat for Rent in Hougang,"Enjoy a 91 sqm spacious home in Hougang, close to amenities and MRT access. Perfect for professionals and families.",1564.35,91.26,17.14,Hougang,True,1723,0
list_296,user_124,Spacious Flat for Rent in Bukit Timah,Newly renovated unit with 72 sqm of space. Prime Bukit Timah location. Book a viewing today!,2717.58,72.03,37.73,Bukit Timah,True,575,0
list_297,user_56,Spacious Flat for Rent in Bukit Timah,A stylish 112 sqm apartment with great ventilation and natural lighting. Walking distance to shopping and schools.,5488.53,112.76,48.68,Bukit Timah,True,1715,0
list_298,user_122,Spacious Flat for Rent in Hougang,A stylish 86 sqm apartment with great ventilation and natural lighting. Walking distance to shopping and schools.,3318.51,86.84,38.21,Hougang,True,131,0
list_299,user_170,Spacious Flat for Rent in Jurong,"Located in the heart of Jurong, this well-maintained unit offers comfort, convenience, and full condo facilities.",3975.58,116.8,34.04,Jurong,True,900,0
list_300,user_79,Modern 58 sqm Apartment in Tampines,"Enjoy a 58 sqm spacious home in Tampines, close to amenities and MRT access. Perfect for professionals and families.",2516.1,58.88,42.73,Tampines,True,1681,0
list_301,user_215,Toa Payoh Living: Elegant 105 sqm Unit Available,Newly renovated unit with 105 sqm of space. Prime Toa Payoh location. Book a viewing today!,3197.93,105.93,30.19,Toa Payoh,True,1752,0
list_302,user_272,Spacious Flat for Rent in Toa Payoh,Live comfortably in this charming 73 sqm flat in Toa Payoh. Friendly neighborhood and modern interiors.,3274.57,73.59,44.5,Toa Payoh,True,197,0
list_303,user_123,Spacious Flat for Rent in Orchard,Live comfortably in this charming 109 sqm flat in Orchard. Friendly neighborhood and modern interiors.,2440.21,109.37,22.31,Orchard,True,709,0
list_304,user_2,90 sqm Condo with Great Amenities – Jurong,Newly renovated unit with 90 sqm of space. Prime Jurong location. Book a viewing today!,2822.48,90.75,31.1,Jurong,True,1683,0
list_305,user_128,Spacious Flat for Rent in Hougang,"Enjoy a 110 sqm spacious home in Hougang, close to amenities and MRT access. Perfect for professionals and families.",4187.47,110.99,37.73,Hougang,True,1664,0
list_306,user_194,Jurong Living: Elegant 92 sqm Unit Available,A stylish 92 sqm apartment with great ventilation and natural lighting. Walking distance to shopping and schools.,4147.27,92.64,44.77,Jurong,True,131,0
list_307,user_34,Bukit Timah Living: Elegant 82 sqm Unit Available,"Located in the heart of Bukit Timah, this well-maintained unit offers comfort, convenience, and full condo facilities.",2674.73,82.69,32.35,Bukit Timah,True,714,0
list_308,user_144,Hougang Living: Elegant 75 sqm Unit Available,"Located in the heart of Hougang, this well-maintained unit offers comfort, convenience, and full condo facilities.",2762.89,75.75,36.47,Hougang,True,67,0
list_309,user_132,Hougang Living: Elegant 63 sqm Unit Available,Live comfortably in this charming 63 sqm flat in Hougang. Friendly neighborhood and modern interiors.,1680.65,63.68,26.39,Hougang,True,243,0
list_310,user_164,Jurong Living: Elegant 78 sqm Unit Available,Live comfortably in this charming 78 sqm flat in Jurong. Friendly neighborhood and modern interiors.,2705.88,78.22,34.6,Jurong,True,930,0
list_311,user_267,Tampines Living: Elegant 95 sqm Unit Available,"Enjoy a 95 sqm spacious home in Tampines, close to amenities and MRT access. Perfect for professionals and families.",4388.9,95.58,45.92,Tampines,True,1114,0
list_312,user_193,Hougang Living: Elegant 99 sqm Unit Available,Newly renovated unit with 99 sqm of space. Prime Hougang location. Book a viewing today!,2701.97,99.94,27.04,Hougang,True,1091,0
list_313,user_226,Bukit Timah Living: Elegant 37 sqm Unit Available,"Enjoy a 37 sqm spacious home in Bukit Timah, close to amenities and MRT access. Perfect for professionals and families.",1007.32,37.51,26.86,Bukit Timah,True,1528,0
list_314,user_11,Modern 61 sqm Apartment in Hougang,"Enjoy a 61 sqm spacious home in Hougang, close to amenities and MRT access. Perfect for professionals and families.",2517.02,61.94,40.63,Hougang,True,1227,0
list_315,user_88,35 sqm Condo with Great Amenities – Jurong,A stylish 35 sqm apartment with great ventilation and natural lighting. Walking distance to shopping and schools.,1447.57,35.49,40.79,Jurong,True,556,0
list_316,user_30,Orchard Living: Elegant 77 sqm Unit Available,Live comfortably in this charming 77 sqm flat in Orchard. Friendly neighborhood and modern interiors.,2285.36,77.68,29.42,Orchard,True,621,0
list_317,user_209,Spacious Flat for Rent in Toa Payoh,"Enjoy a 80 sqm spacious home in Toa Payoh, close to amenities and MRT access. Perfect for professionals and families.",1452.97,80.17,18.12,Toa Payoh,True,1621,0
list_318,user_223,Modern 62 sqm Apartment in Toa Payoh,Live comfortably in this charming 62 sqm flat in Toa Payoh. Friendly neighborhood and modern interiors.,2554.48,62.43,40.92,Toa Payoh,True,1518,0
list_319,user_125,Spacious Flat for Rent in Bukit Timah,Live comfortably in this charming 61 sqm flat in Bukit Timah. Friendly neighborhood and modern interiors.,3502.23,61.14,57.29,Bukit Timah,True,1346,0
list_320,user_37,Spacious Flat for Rent in Hougang,"Enjoy a 95 sqm spacious home in Hougang, close to amenities and MRT access. Perfect for professionals and families.",2174.22,95.78,22.7,Hougang,True,704,0
list_321,user_296,Premium Location: Toa Payoh 44 sqm Residence,Newly renovated unit with 44 sqm of space. Prime Toa Payoh location. Book a viewing today!,1939.43,44.19,43.89,Toa Payoh,True,1915,0
list_322,user_291,Premium Location: Hougang 109 sqm Residence,A stylish 109 sqm apartment with great ventilation and natural lighting. Walking distance to shopping and schools.,3844.06,109.18,35.21,Hougang,True,973,0
list_323,user_257,93 sqm Condo with Great Amenities – Hougang,Live comfortably in this charming 93 sqm flat in Hougang. Friendly neighborhood and modern interiors.,2623.3,93.66,28.01,Hougang,True,1857,0
list_324,user_17,Modern 49 sqm Apartment in Toa Payoh,"Enjoy a 49 sqm spacious home in Toa Payoh, close to amenities and MRT access. Perfect for professionals and families.",1915.5,49.0,39.09,Toa Payoh,True,228,0
list_325,user_102,Toa Payoh Living: Elegant 109 sqm Unit Available,Live comfortably in this charming 109 sqm flat in Toa Payoh. Friendly neighborhood and modern interiors.,5568.88,109.84,50.7,Toa Payoh,True,1409,0
list_326,user_90,Spacious Flat for Rent in Bukit Timah,"Enjoy a 70 sqm spacious home in Bukit Timah, close to amenities and MRT access. Perfect for professionals and families.",2189.41,70.49,31.06,Bukit Timah,True,1954,0
list_327,user_134,Tampines Living: Elegant 80 sqm Unit Available,Newly renovated unit with 80 sqm of space. Prime Tampines location. Book a viewing today!,3091.66,80.76,38.28,Tampines,True,913,0
list_328,user_222,Jurong Living: Elegant 105 sqm Unit Available,"Located in the heart of Jurong, this well-maintained unit offers comfort, convenience, and full condo facilities.",4504.73,105.31,42.78,Jurong,True,1120,0
list_329,user_31,Spacious Flat for Rent in Jurong,Newly renovated unit with 75 sqm of space. Prime Jurong location. Book a viewing today!,2511.26,75.32,33.34,Jurong,True,1391,0
list_330,user_233,Jurong Living: Elegant 77 sqm Unit Available,Newly renovated unit with 77 sqm of space. Prime Jurong location. Book a viewing today!,2507.83,77.07,32.54,Jurong,True,1342,0
list_331,user_120,Modern 80 sqm Apartment in Bukit Timah,A stylish 80 sqm apartment with great ventilation and natural lighting. Walking distance to shopping and schools.,2524.44,80.79,31.25,Bukit Timah,True,894,0
list_332,user_171,Premium Location: Tampines 93 sqm Residence,Newly renovated unit with 93 sqm of space. Prime Tampines location. Book a viewing today!,2878.0,93.4,30.81,Tampines,True,1905,0
list_333,user_59,Spacious Flat for Rent in Orchard,"Enjoy a 79 sqm spacious home in Orchard, close to amenities and MRT access. Perfect for professionals and families.",3228.2,79.61,40.55,Orchard,True,1894,0
list_334,user_107,Modern 101 sqm Apartment in Hougang,A stylish 101 sqm apartment with great ventilation and natural lighting. Walking distance to shopping and schools.,2917.96,101.69,28.69,Hougang,True,1430,0
list_335,user_196,87 sqm Condo with Great Amenities – Orchard,"Enjoy a 87 sqm spacious home in Orchard, close to amenities and MRT access. Perfect for professionals and families.",2795.87,87.02,32.13,Orchard,True,873,0
list_336,user_6,Bukit Timah Living: Elegant 91 sqm Unit Available,Live comfortably in this charming 91 sqm flat in Bukit Timah. Friendly neighborhood and modern interiors.,3092.96,91.94,33.64,Bukit Timah,True,191,0
list_337,user_178,Premium Location: Toa Payoh 84 sqm Residence,"Enjoy a 84 sqm spacious home in Toa Payoh, close to amenities and MRT access. Perfect for professionals and families.",3805.9,84.82,44.87,Toa Payoh,True,1518,0
list_338,user_250,Spacious Flat for Rent in Tampines,A stylish 62 sqm apartment with great ventilation and natural lighting. Walking distance to shopping and schools.,2849.6,62.59,45.53,Tampines,True,423,0
list_339,user_254,75 sqm Condo with Great Amenities – Toa Payoh,"Located in the heart of Toa Payoh, this well-maintained unit offers comfort, convenience, and full condo facilities.",2153.8,75.36,28.58,Toa Payoh,True,1372,0
list_340,user_9,100 sqm Condo with Great Amenities – Jurong,"Located in the heart of Jurong, this well-maintained unit offers comfort, convenience, and full condo facilities.",2993.37,100.23,29.86,Jurong,True,1200,0
list_341,user_279,Premium Location: Hougang 50 sqm Residence,Live comfortably in this charming 50 sqm flat in Hougang. Friendly neighborhood and modern interiors.,1103.63,50.41,21.89,Hougang,True,558,0
list_342,user_112,Modern 57 sqm Apartment in Toa Payoh,"Located in the heart of Toa Payoh, this well-maintained unit offers comfort, convenience, and full condo facilities.",3056.98,57.27,53.38,Toa Payoh,True,1342,0
list_343,user_194,Spacious Flat for Rent in Toa Payoh,"Located in the heart of Toa Payoh, this well-maintained unit offers comfort, convenience, and full condo facilities.",1441.32,86.43,16.68,Toa Payoh,True,1112,0
list_344,user_150,83 sqm Condo with Great Amenities – Jurong,"Located in the heart of Jurong, this well-maintained unit offers comfort, convenience, and full condo facilities.",3226.6,83.62,38.59,Jurong,True,1595,0
list_345,user_19,Premium Location: Orchard 65 sqm Residence,"Located in the heart of Orchard, this well-maintained unit offers comfort, convenience, and full condo facilities.",1975.27,65.54,30.14,Orchard,True,431,0
list_346,user_29,Orchard Living: Elegant 96 sqm Unit Available,Newly renovated unit with 96 sqm of space. Prime Orchard location. Book a viewing today!,3276.42,96.29,34.03,Orchard,True,168,0
list_347,user_151,Spacious Flat for Rent in Orchard,Newly renovated unit with 98 sqm of space. Prime Orchard location. Book a viewing today!,2579.17,98.57,26.17,Orchard,True,742,0
list_348,user_70,Hougang Living: Elegant 86 sqm Unit Available,Live comfortably in this charming 86 sqm flat in Hougang. Friendly neighborhood and modern interiors.,2896.67,86.78,33.38,Hougang,True,1850,0
list_349,user_244,Premium Location: Bukit Timah 71 sqm Residence,A stylish 71 sqm apartment with great ventilation and natural lighting. Walking distance to shopping and schools.,2255.06,71.15,31.7,Bukit Timah,True,486,0
list_350,user_151,Tampines Living: Elegant 91 sqm Unit Available,A stylish 91 sqm apartment with great ventilation and natural lighting. Walking distance to shopping and schools.,5195.88,91.68,56.68,Tampines,True,792,0
list_351,user_107,Jurong Living: Elegant 88 sqm Unit Available,Newly renovated unit with 88 sqm of space. Prime Jurong location. Book a viewing today!,4066.73,88.65,45.88,Jurong,True,992,0
list_352,user_86,Bukit Timah Living: Elegant 103 sqm Unit Available,"Enjoy a 103 sqm spacious home in Bukit Timah, close to amenities and MRT access. Perfect for professionals and families.",2698.62,103.53,26.07,Bukit Timah,True,1647,0
list_353,user_273,Premium Location: Bukit Timah 60 sqm Residence,"Located in the heart of Bukit Timah, this well-maintained unit offers comfort, convenience, and full condo facilities.",1965.57,60.96,32.25,Bukit Timah,True,676,0
list_354,user_89,Toa Payoh Living: Elegant 84 sqm Unit Available,"Enjoy a 84 sqm spacious home in Toa Payoh, close to amenities and MRT access. Perfect for professionals and families.",3081.81,84.81,36.34,Toa Payoh,True,1423,0
list_355,user_122,Toa Payoh Living: Elegant 85 sqm Unit Available,A stylish 85 sqm apartment with great ventilation and natural lighting. Walking distance to shopping and schools.,2617.02,85.64,30.56,Toa Payoh,True,1181,0
list_356,user_32,Jurong Living: Elegant 59 sqm Unit Available,"Located in the heart of Jurong, this well-maintained unit offers comfort, convenience, and full condo facilities.",2375.44,59.77,39.74,Jurong,True,598,0
list_357,user_33,Spacious Flat for Rent in Hougang,"Enjoy a 95 sqm spacious home in Hougang, close to amenities and MRT access. Perfect for professionals and families.",2864.6,95.97,29.85,Hougang,True,1640,0
list_358,user_17,Premium Location: Jurong 83 sqm Residence,Newly renovated unit with 83 sqm of space. Prime Jurong location. Book a viewing today!,4149.33,83.35,49.78,Jurong,True,1415,0
list_359,user_176,78 sqm Condo with Great Amenities – Bukit Timah,"Enjoy a 78 sqm spacious home in Bukit Timah, close to amenities and MRT access. Perfect for professionals and families.",2263.13,78.0,29.02,Bukit Timah,True,893,0
list_360,user_278,Jurong Living: Elegant 105 sqm Unit Available,Live comfortably in this charming 105 sqm flat in Jurong. Friendly neighborhood and modern interiors.,3497.34,105.57,33.13,Jurong,True,1023,0
list_361,user_228,Spacious Flat for Rent in Hougang,Live comfortably in this charming 86 sqm flat in Hougang. Friendly neighborhood and modern interiors.,3106.12,86.44,35.93,Hougang,True,158,0
list_362,user_37,96 sqm Condo with Great Amenities – Hougang,"Enjoy a 96 sqm spacious home in Hougang, close to amenities and MRT access. Perfect for professionals and families.",2926.72,96.36,30.37,Hougang,True,453,0
list_363,user_8,Modern 58 sqm Apartment in Jurong,"Enjoy a 58 sqm spacious home in Jurong, close to amenities and MRT access. Perfect for professionals and families.",1736.17,58.04,29.91,Jurong,True,660,0
list_364,user_59,Spacious Flat for Rent in Bukit Timah,Newly renovated unit with 82 sqm of space. Prime Bukit Timah location. Book a viewing today!,3474.35,82.74,41.99,Bukit Timah,True,1285,0
list_365,user_44,62 sqm Condo with Great Amenities – Tampines,Newly renovated unit with 62 sqm of space. Prime Tampines location. Book a viewing today!,2420.63,62.02,39.03,Tampines,True,628,0
list_366,user_47,Orchard Living: Elegant 109 sqm Unit Available,"Enjoy a 109 sqm spacious home in Orchard, close to amenities and MRT access. Perfect for professionals and families.",3453.33,109.95,31.41,Orchard,True,1977,0
list_367,user_290,85 sqm Condo with Great Amenities – Toa Payoh,"Enjoy a 85 sqm spacious home in Toa Payoh, close to amenities and MRT access. Perfect for professionals and families.",3368.3,85.26,39.51,Toa Payoh,True,416,0
list_368,user_61,Spacious Flat for Rent in Toa Payoh,"Enjoy a 114 sqm spacious home in Toa Payoh, close to amenities and MRT access. Perfect for professionals and families.",2088.72,114.45,18.25,Toa Payoh,True,1736,0
list_369,user_116,Orchard Living: Elegant 96 sqm Unit Available,"Enjoy a 96 sqm spacious home in Orchard, close to amenities and MRT access. Perfect for professionals and families.",1441.11,96.07,15.0,Orchard,True,361,0
list_370,user_156,116 sqm Condo with Great Amenities – Bukit Timah,"Located in the heart of Bukit Timah, this well-maintained unit offers comfort, convenience, and full condo facilities.",3181.34,116.54,27.3,Bukit Timah,True,1882,0
list_371,user_259,Modern 71 sqm Apartment in Jurong,Live comfortably in this charming 71 sqm flat in Jurong. Friendly neighborhood and modern interiors.,3313.38,71.58,46.29,Jurong,True,1637,0
list_372,user_4,Premium Location: Jurong 92 sqm Residence,"Located in the heart of Jurong, this well-maintained unit offers comfort, convenience, and full condo facilities.",2943.88,92.57,31.8,Jurong,True,1833,0
list_373,user_239,Modern 117 sqm Apartment in Jurong,Newly renovated unit with 117 sqm of space. Prime Jurong location. Book a viewing today!,3690.89,117.81,31.33,Jurong,True,152,0
list_374,user_111,84 sqm Condo with Great Amenities – Orchard,"Enjoy a 84 sqm spacious home in Orchard, close to amenities and MRT access. Perfect for professionals and families.",2454.89,84.3,29.12,Orchard,True,954,0
list_375,user_224,Modern 74 sqm Apartment in Tampines,"Enjoy a 74 sqm spacious home in Tampines, close to amenities and MRT access. Perfect for professionals and families.",2234.72,74.24,30.1,Tampines,True,1471,0
list_376,user_54,Spacious Flat for Rent in Jurong,"Located in the heart of Jurong, this well-maintained unit offers comfort, convenience, and full condo facilities.",1900.01,70.5,26.95,Jurong,True,1234,0
list_377,user_93,Spacious Flat for Rent in Jurong,"Located in the heart of Jurong, this well-maintained unit offers comfort, convenience, and full condo facilities.",1248.56,68.16,18.32,Jurong,True,1394,0
list_378,user_79,Modern 57 sqm Apartment in Hougang,"Enjoy a 57 sqm spacious home in Hougang, close to amenities and MRT access. Perfect for professionals and families.",2817.71,57.96,48.62,Hougang,True,1540,0
list_379,user_289,Tampines Living: Elegant 41 sqm Unit Available,Newly renovated unit with 41 sqm of space. Prime Tampines location. Book a viewing today!,1387.91,41.53,33.42,Tampines,True,175,0
list_380,user_222,Premium Location: Orchard 84 sqm Residence,"Enjoy a 84 sqm spacious home in Orchard, close to amenities and MRT access. Perfect for professionals and families.",2852.58,84.26,33.85,Orchard,True,1755,0
list_381,user_27,Spacious Flat for Rent in Hougang,A stylish 78 sqm apartment with great ventilation and natural lighting. Walking distance to shopping and schools.,2183.5,78.06,27.97,Hougang,True,1039,0
list_382,user_38,Spacious Flat for Rent in Hougang,A stylish 99 sqm apartment with great ventilation and natural lighting. Walking distance to shopping and schools.,2885.39,99.22,29.08,Hougang,True,1415,0
list_383,user_135,Premium Location: Tampines 65 sqm Residence,"Enjoy a 65 sqm spacious home in Tampines, close to amenities and MRT access. Perfect for professionals and families.",2870.12,65.4,43.88,Tampines,True,1801,0
list_384,user_220,Spacious Flat for Rent in Orchard,"Enjoy a 81 sqm spacious home in Orchard, close to amenities and MRT access. Perfect for professionals and families.",2030.05,81.54,24.89,Orchard,True,225,0
list_385,user_212,Modern 63 sqm Apartment in Toa Payoh,Live comfortably in this charming 63 sqm flat in Toa Payoh. Friendly neighborhood and modern interiors.,1507.84,63.09,23.9,Toa Payoh,True,965,0
list_386,user_199,Orchard Living: Elegant 96 sqm Unit Available,Newly renovated unit with 96 sqm of space. Prime Orchard location. Book a viewing today!,4792.74,96.73,49.55,Orchard,True,983,0
list_387,user_15,Modern 80 sqm Apartment in Jurong,"Enjoy a 80 sqm spacious home in Jurong, close to amenities and MRT access. Perfect for professionals and families.",1295.7,80.69,16.06,Jurong,True,1598,0
list_388,user_187,Spacious Flat for Rent in Orchard,Live comfortably in this charming 80 sqm flat in Orchard. Friendly neighborhood and modern interiors.,3928.38,80.36,48.89,Orchard,True,1121,0
list_389,user_142,Modern 95 sqm Apartment in Toa Payoh,"Located in the heart of Toa Payoh, this well-maintained unit offers comfort, convenience, and full condo facilities.",1434.03,95.6,15.0,Toa Payoh,True,1144,0
